Plataforma,Año_de_Lanzamiento,Género,Editor,Ventas_NA,Ventas_EU,Ventas_JP,Otras_Ventas,Ventas_Globales,Puntuación_Crítica,Número_Críticas,Puntuación_Usuarios,Número_Usuarios,Desarrolladora,Clasificación_ESRB
GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,67.0,12.0,6.8,11,Pseudo Interactive,T (13 años)
PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606,EA DICE,T (13 años)
PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,24.0,4.2,10,Cattle Call,T (13 años)
GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,68.0,19.0,6.2,6,Ubisoft,T (13 años)
PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,72.0,30.0,7.3,8,Tecmo,E (6 años)
XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,32.0,9.0,5.8,10,Brainbox Games,M (17 años)
PS4,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,73.0,35.0,6.2,70,Kunos Simulazioni,E (6 años)
Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,11.0,5.4,19,Visual Concepts,E10+ (10 años)
DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,57.0,21.0,7.9,16,THQ,T (13 años)
XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,60.0,10.0,5.8,12,Spike Chunsoft,T (13 años)
XOne,2016,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,12.0,7.7,27,Nadeo,E (6 años)
PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,31.0,8.3,116,"Spike Chunsoft, Chime",M (17 años)
DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,72.0,11.0,6.4,15,Amaze Entertainment,T (13 años)
PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,7.0,8.6,14,Koei,T (13 años)
GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,65.0,5.0,8.0,5,Konami,E (6 años)
PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,61.0,8.0,7.5,15,FuRyu,T (13 años)
Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,35.0,7.0,4.7,10,Nikitova Games,E10+ (10 años)
PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06,55.0,14.0,7.8,4,Racjin,E (6 años)
PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83.0,8.0,8.7,51,Nitro+,M (17 años)
PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,40.0,7.6,71,Gust,T (13 años)
PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186,Gas Powered Games,E10+ (10 años)
PSV,2012,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,68.0,36.0,7.9,31,Sandlot,T (13 años)
PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,68.0,34.0,7.8,14,Gust,E10+ (10 años)
DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,9.0,8.0,5,Sonic Powered,E (6 años)
PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33,TT Games,E10+ (10 años)
WiiU,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,10.0,7.9,100,WayForward,E (6 años)
PS2,2001,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,79.0,15.0,6.9,8,Digital Mayhem,T (13 años)
X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,10.0,4.8,14,Nordic Games Publishing,E (6 años)
PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,11.0,8.8,33,Spike Chunsoft,T (13 años)
PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,80.0,15.0,7.8,61,Traveller's Tales,E10+ (10 años)
PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,47.0,10.0,5.4,24,Hydravision,M (17 años)
PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,61.0,11.0,8.0,6,Mass Media,E (6 años)
PS4,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,40.0,7.9,51,Sandlot,M (17 años)
XB,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,71.0,41.0,7.6,20,Darkworks,M (17 años)
PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,60.0,38.0,6.7,116,Spiders,M (17 años)
DS,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,72.0,15.0,7.6,14,EA Japan Studio,E (6 años)
XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,77.0,51.0,8.1,37,Headfirst Productions,M (17 años)
PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177,Bizarre Creations,E10+ (10 años)
PC,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,7.9,35,Pendulo Studios,E10+ (10 años)
Wii,2007,Role-Playing,Sega,0.05,0.0,0.0,0.0,0.06,48.0,24.0,7.1,23,Totally Games,T (13 años)
GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,71.0,22.0,7.3,6,Acclaim,T (13 años)
Wii,2008,Adventure,Koch Media,0.04,0.01,0.0,0.0,0.06,65.0,12.0,7.6,8,"10tacle Studios, Fusionsphere Systems",T (13 años)
PC,2007,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,83.0,41.0,8.0,523,Epic Games,M (17 años)
GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,36.0,7.0,4.7,6,KCEO,E (6 años)
XB,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,66.0,38.0,8.6,5,Paradigm Entertainment,T (13 años)
DS,2007,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,61.0,29.0,7.0,5,Taito Corporation,E (6 años)
PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,86.0,64.0,8.4,626,Infinity Ward,T (13 años)
DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,78.0,39.0,8.2,26,Arkedo Studio,E (6 años)
XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,72.0,34.0,6.7,11,Croteam,M (17 años)
XOne,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,12.0,6.9,20,Insomniac Games,E (6 años)
PC,2011,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.3,54,Capcom Vancouver,M (17 años)
PS2,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64.0,28.0,8.1,12,SCEI,E (6 años)
PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81.0,50.0,8.8,1116,CD Projekt Red Studio,M (17 años)
PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,56.0,20.0,6.6,28,Creat Studios,T (13 años)
PC,2009,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,80.0,44.0,8.7,602,GSC Game World,M (17 años)
PC,2010,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,6.8,9,EA Bright Light,E (6 años)
PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,58.0,26.0,8.5,11,Pyro Studios,T (13 años)
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,57.0,16.0,8.6,11,Capcom,T (13 años)
GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,67.0,14.0,5.9,10,Arc System Works,T (13 años)
PSP,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.0,0.06,52.0,6.0,7.4,12,Platinum Egg,T (13 años)
WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,54.0,6.5,283,Valhalla Game Studios,M (17 años)
DS,2006,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,15.0,7.0,10,Quicksilver Software,E (6 años)
GBA,2003,Platform,THQ,0.04,0.02,0.0,0.0,0.06,44.0,15.0,2.5,4,Art,E (6 años)
GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,80.0,17.0,7.8,10,Revolution Software,T (13 años)
GC,2003,Action,Capcom,0.05,0.01,0.0,0.0,0.06,62.0,16.0,8.5,32,Nex Entertainment,M (17 años)
PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,60.0,36.0,7.9,14,Paon Corporation,M (17 años)
3DS,2014,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,16.0,7.8,36,Marvelous Inc.,T (13 años)
XB,2003,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,69.0,20.0,8.4,10,Team 17,T (13 años)
PSP,2005,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,66.0,41.0,7.4,17,G-Artists,E (6 años)
PS2,2001,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,50.0,9.0,6.4,9,3DO,T (13 años)
DS,2008,Adventure,Arc System Works,0.05,0.0,0.0,0.0,0.06,61.0,6.0,8.0,8,WorkJam,M (17 años)
PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,71.0,41.0,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M (17 años)
X360,2014,Action,Little Orbit,0.0,0.05,0.0,0.0,0.06,58.0,5.0,7.5,4,WayForward,E10+ (10 años)
DS,2005,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,58.0,10.0,7.0,5,Konami,E (6 años)
X360,2008,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,29.0,16.0,3.3,30,Red Tribe,T (13 años)
XB,2004,Action,Disney Interactive Studios,0.04,0.01,0.0,0.0,0.06,69.0,36.0,4.3,4,Climax Group,T (13 años)
PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,22.0,6.6,24,Eutechnyx,T (13 años)
PS3,2008,Action,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,30.0,15.0,3.5,36,Artoon,M (17 años)
X360,2007,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,35.0,11.0,6.1,21,Cauldron Ltd.,T (13 años)
GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,83.0,17.0,8.9,9,"Orbital Media, Inc.",E (6 años)
X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,53.0,51.0,6.5,72,Saber Interactive,M (17 años)
PC,2009,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,83.0,22.0,5.8,387,Slightly Mad Studios,E (6 años)
PSP,2006,Action,Atari,0.05,0.0,0.0,0.01,0.06,78.0,36.0,7.8,8,Ignition Entertainment,E (6 años)
PSV,2015,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,71.0,8.0,8.3,12,Tri-Ace,T (13 años)
PC,2004,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,72.0,34.0,8.1,43,Blue Fang Games,E (6 años)
X360,2009,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,42.0,17.0,5.0,4,Collision Studios,E10+ (10 años)
XB,2002,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.06,77.0,17.0,8.6,16,Tecmo,T (13 años)
PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,73.0,35.0,7.8,24,Rocksteady Studios,M (17 años)
PS2,2006,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06,44.0,8.0,4.6,41,Ubisoft Shanghai,T (13 años)
Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12,Prope,E (6 años)
GC,2003,Action,Capcom,0.04,0.01,0.0,0.0,0.06,59.0,15.0,8.5,31,Capcom,M (17 años)
XB,2004,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06,45.0,33.0,4.6,5,EA Games,T (13 años)
X360,2012,Action,505 Games,0.03,0.02,0.0,0.0,0.06,54.0,8.0,3.5,16,505 Games,T (13 años)
X360,2008,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.06,44.0,28.0,8.1,15,Omega Force,T (13 años)
PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06,69.0,20.0,7.5,41,Gust,E10+ (10 años)
PC,2016,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06,74.0,33.0,2.9,431,Capcom,T (13 años)
GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,71.0,12.0,9.0,9,WinkySoft,E (6 años)
PS4,2015,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06,42.0,8.0,4.1,9,Rainbow Studios,E (6 años)
PSP,2006,Action,Activision,0.05,0.0,0.0,0.01,0.06,73.0,41.0,7.6,9,"Rebellion, Neversoft Entertainment",M (17 años)
DS,2007,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06,81.0,10.0,7.6,8,Exient Entertainment,E (6 años)
XB,2005,Action,SCi,0.04,0.01,0.0,0.0,0.06,60.0,31.0,7.1,17,Bits Studios,M (17 años)
GC,2006,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06,64.0,8.0,7.1,7,Ubisoft Montreal,M (17 años)
Wii,2008,Fighting,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,74.0,6.0,8.2,5,SNK Playmore,T (13 años)
PC,2007,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,82.0,44.0,8.4,1088,GSC Game World,M (17 años)
DS,2005,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06,71.0,43.0,7.7,19,Shin'en,E (6 años)
PS2,2004,Action,Sega,0.03,0.02,0.0,0.01,0.06,59.0,21.0,8.4,10,Adrenium,T (13 años)
X360,2014,Simulation,Kalypso Media,0.03,0.02,0.0,0.0,0.06,71.0,4.0,7.2,9,Haemimont,T (13 años)
PS4,2015,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,25.0,6.0,1.9,39,HB Studios Multimedia,E (6 años)
GC,2003,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06,68.0,25.0,9.1,14,From Software,T (13 años)
GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,88.0,16.0,7.8,5,"Z-Axis, Ltd.",T (13 años)
GC,2005,Action,Capcom,0.04,0.01,0.0,0.0,0.06,62.0,27.0,6.9,8,Clover Studio,T (13 años)
PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,60.0,33.0,6.9,16,Hit Maker,E10+ (10 años)
DS,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,6.0,5.6,7,Silicon Knights,E10+ (10 años)
PC,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,31.0,7.8,49,Maxis,T (13 años)
PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,60.0,29.0,7.7,18,Idea Factory,T (13 años)
PS2,2005,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,73.0,28.0,8.4,11,Andamiro U.S.A. Corp.,T (13 años)
PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,11.0,6.4,17,TOYBOX,T (13 años)
PSV,2012,Racing,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.06,78.0,39.0,6.8,123,Evolution Studios,E (6 años)
PC,2001,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,65.0,11.0,7.8,76,KnowWonder,E (6 años)
DS,2006,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,70.0,29.0,8.6,5,"Orbital Media, Inc.",E10+ (10 años)
PC,2013,Action,Capcom,0.0,0.05,0.0,0.0,0.06,65.0,26.0,7.4,1007,DONTNOD Entertainment,M (17 años)
XB,2006,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,69.0,14.0,6.8,13,EA Sports,E (6 años)
X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,19.0,14.0,1.3,433,"Eutechnyx, Deep Silver",M (17 años)
PC,2009,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,76.0,20.0,8.0,236,Pandemic Studios,M (17 años)
X360,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,52.0,23.0,6.1,7,Wideload Games Inc.,T (13 años)
GC,2004,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,68.0,25.0,8.2,5,Ubisoft Shanghai,M (17 años)
PC,2016,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,20.0,8.2,580,Psyonix,E (6 años)
PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06,82.0,10.0,7.4,14,Eden Studios,E (6 años)
PC,2009,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,81.0,44.0,8.1,1026,EA DICE,T (13 años)
PC,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,77.0,51.0,8.1,387,Iron Lore Entertainment,T (13 años)
GC,2004,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,59.0,22.0,6.6,7,Hitmaker,E (6 años)
DS,2007,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,18.0,7.9,13,Ninja Studio,T (13 años)
PC,2006,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,39.0,7.3,519,Piranha Bytes,T (13 años)
XOne,2016,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,17.0,5.2,74,The Fun Pimps Entertainment LLC,M (17 años)
Wii,2007,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,30.0,4.0,3.6,20,Sensory Sweep,E (6 años)
PS2,2006,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,36.0,6.2,11,Capcom,M (17 años)
XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,60.0,16.0,8.8,4,Climax Group,E (6 años)
GBA,2005,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,78.0,29.0,9.1,10,Codo Games,E10+ (10 años)
PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,15.0,6.6,99,Codemasters Birmingham,E (6 años)
XB,2003,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,65.0,25.0,7.1,7,Acclaim Studios Manchester,M (17 años)
PS2,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,72.0,24.0,7.2,6,Shift,E (6 años)
Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.05,42.0,7.0,5.5,8,Papaya Studios,E10+ (10 años)
GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,70.0,8.0,8.3,7,Raylight Studios,T (13 años)
PS2,2006,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,39.0,7.2,31,Double Helix Games,M (17 años)
XB,2002,Sports,Sega,0.04,0.01,0.0,0.0,0.05,80.0,15.0,8.5,10,Black Box,E (6 años)
PS3,2014,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,12.0,6.0,75,CI Games,M (17 años)
PC,2010,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,13.0,5.1,48,Double Helix Games,T (13 años)
XB,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,66.0,22.0,8.0,4,Omega Force,T (13 años)
PC,2014,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,22.0,7.4,379,Airtight Games,M (17 años)
PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,78.0,34.0,8.3,28,UGA,E (6 años)
PSP,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,57.0,14.0,7.8,12,Idea Factory,T (13 años)
GBA,2002,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,76.0,12.0,8.3,8,Taito Corporation,E (6 años)
XB,2004,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,74.0,21.0,8.1,9,EA Canada,E (6 años)
PC,2011,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,57.0,4.0,5.5,30,Kalypso,E (6 años)
GC,2003,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,51.0,6.0,8.0,7,Imagineer,E (6 años)
PC,2011,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,13.0,7.1,114,1C: Maddox Games,T (13 años)
XB,2003,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,71.0,14.0,6.6,8,Midway,E (6 años)
DS,2009,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,58.0,24.0,7.5,20,Studio Archcraft,E (6 años)
PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,68.0,34.0,7.3,9,Backbone Entertainment,T (13 años)
XB,2003,Sports,Activision,0.04,0.01,0.0,0.0,0.05,80.0,23.0,8.8,9,Shaba Games,E (6 años)
PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,64.0,3.5,282,Inti Creates,E10+ (10 años)
PS2,2006,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,66.0,26.0,7.2,6,Grasshopper Manufacture,T (13 años)
PC,2007,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,38.0,7.3,204,Electronic Arts,T (13 años)
PC,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93,"THQ, 1C, 1C Company",T (13 años)
DS,2008,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05,67.0,24.0,6.8,12,Nippon Ichi Software,E (6 años)
XOne,2016,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,10.0,4.9,18,Techland,M (17 años)
WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,9.0,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+ (10 años)
GC,2002,Sports,Sega,0.01,0.0,0.03,0.0,0.05,58.0,20.0,6.0,5,Amusement Vision,E (6 años)
X360,2007,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,72.0,27.0,8.2,10,EA Canada,E (6 años)
PC,2015,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,13.0,3.6,63,Codemasters,E (6 años)
DS,2009,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,58.0,7.0,6.0,5,Engine Software,E10+ (10 años)
PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,21.0,6.6,127,InXile Entertainment,M (17 años)
XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05,79.0,43.0,8.3,12,From Software,T (13 años)
PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,30.0,7.3,18,Neon Studios,E10+ (10 años)
X360,2010,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,11.0,6.3,12,Immersion Software & Graphics,T (13 años)
GC,2003,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,70.0,4.0,8.0,5,Doki Denki,E (6 años)
PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47,Ubisoft,T (13 años)
XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,66.0,33.0,5.5,23,Interplay,M (17 años)
XB,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,8.0,7.8,5,Codemasters,E (6 años)
PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,39.0,8.0,57,Tripwire Interactive,M (17 años)
PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,14.0,4.4,5,Sega AM2,E (6 años)
PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,10.0,5.1,475,High Voltage Software,M (17 años)
PC,2011,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70.0,20.0,7.7,105,Colossal Order,E (6 años)
PS2,2002,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,12.0,5.9,8,3DO,T (13 años)
XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,6.0,7.1,8,Omega Force,T (13 años)
PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4,Point of View,T (13 años)
X360,2014,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,11.0,4.1,42,Deep Silver,M (17 años)
PC,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,17.0,6.8,51,Deck 13,T (13 años)
PC,2009,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,76.0,29.0,4.9,539,Codemasters,M (17 años)
XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,13.0,7.1,56,InXile Entertainment,M (17 años)
X360,2010,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33.0,4.0,6.6,15,"Buka Entertainment, Targem Games",M (17 años)
GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6,WayForward,E10+ (10 años)
GBA,2003,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,82.0,4.0,7.9,9,Exient Entertainment,E (6 años)
GC,2002,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05,39.0,6.0,7.8,5,Neverland,E (6 años)
PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,45.0,6.5,621,2K Marin,M (17 años)
DS,2008,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05,75.0,23.0,7.8,8,Shin'en,E (6 años)
DS,2008,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05,60.0,16.0,7.0,8,Suzak,E10+ (10 años)
PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,26.0,7.4,25,Terminal Reality,T (13 años)
Wii,2011,Adventure,Telltale Games,0.05,0.0,0.0,0.0,0.05,66.0,7.0,4.1,9,Iron Galaxy Studios,T (13 años)
XB,2002,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,74.0,23.0,8.3,14,Genki,T (13 años)
PS2,2001,Sports,Tecmo Koei,0.02,0.02,0.0,0.01,0.05,58.0,13.0,6.3,7,Cave,E (6 años)
DC,2000,Shooter,Sega,0.0,0.0,0.05,0.0,0.05,83.0,12.0,7.8,12,Smilebit,M (17 años)
Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26.0,14.0,2.8,11,Atomic Planet Entertainment,E (6 años)
DS,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,37.0,10.0,5.1,7,From Software,T (13 años)
